～たばかりだ	<b>Ý nghĩa:</b> Vừa mới làm; cảm nhận là “mới”, không cần đúng thời gian khách quan.<br><br><b>Ví dụ:</b><br>日本に来たばかりです。<br>→ Tôi vừa mới đến Nhật.	jlpt-n2::grammar-105
～てばかり	<b>Ý nghĩa:</b> Chỉ/toàn làm một việc, thường kèm phê bình hoặc mất cân bằng.<br><br><b>Ví dụ:</b><br>遊んでばかりいないで、勉強しなさい。<br>→ Đừng chỉ chơi mãi, hãy học đi.	jlpt-n2::grammar-105
～るばかりだ	<b>Ý nghĩa:</b> Chỉ còn việc…; tình huống đã sẵn sàng.<br><br><b>Ví dụ:</b><br>出発するばかりだ。<br>→ Chỉ còn việc xuất phát thôi.	jlpt-n2::grammar-105
～ばかりに	<b>Ý nghĩa:</b> Chỉ vì… mà dẫn đến kết quả xấu/đáng tiếc.<br><br><b>Ví dụ:</b><br>うそをついたばかりに、信頼を失った。<br>→ Chỉ vì nói dối mà mất lòng tin.	jlpt-n2::grammar-105
いらっしゃる	<b>Ý nghĩa:</b> Kính ngữ của 行く・来る・いる.<br><br><b>Ví dụ:</b><br>先生はいらっしゃいますか。<br>→ Thầy/cô có ở đây không ạ?	jlpt-n2::grammar-105
おいでになる	<b>Ý nghĩa:</b> Kính ngữ của 行く・来る・いる; khá trang trọng.<br><br><b>Ví dụ:</b><br>社長は会場においでになりました。<br>→ Giám đốc đã đến hội trường.	jlpt-n2::grammar-105
参る（まいる）	<b>Ý nghĩa:</b> Khiêm nhường ngữ của 行く・来る.<br><br><b>Ví dụ:</b><br>明日そちらへ参ります。<br>→ Ngày mai tôi sẽ đến chỗ anh/chị.	jlpt-n2::grammar-105
伺う（うかがう）	<b>Ý nghĩa:</b> Khiêm nhường ngữ của 行く・聞く・訪ねる.<br><br><b>Ví dụ:</b><br>後でご意見を伺います。<br>→ Lát nữa tôi sẽ xin ý kiến của anh/chị.	jlpt-n2::grammar-105
いただく	<b>Ý nghĩa:</b> Khiêm nhường ngữ của もらう・食べる・飲む.<br><br><b>Ví dụ:</b><br>資料をいただきました。<br>→ Tôi đã nhận tài liệu.	jlpt-n2::grammar-105
お～になる	<b>Ý nghĩa:</b> Mẫu kính ngữ: お＋Vます＋になる; chủ thể là người trên/khách.<br><br><b>Ví dụ:</b><br>先生はもうお帰りになりました。<br>→ Thầy/cô đã về rồi.	jlpt-n2::grammar-105
お～する	<b>Ý nghĩa:</b> Mẫu khiêm nhường: お＋Vます＋する; người nói hạ mình.<br><br><b>Ví dụ:</b><br>私がご案内します。<br>→ Tôi xin hướng dẫn anh/chị.	jlpt-n2::grammar-105
～てあげる	<b>Ý nghĩa:</b> Làm giúp ai; tránh dùng với người trên vì có thể nghe ban ơn.<br><br><b>Ví dụ:</b><br>妹に宿題を手伝ってあげた。<br>→ Tôi đã giúp em gái làm bài tập.	jlpt-n2::grammar-105
～てもらう	<b>Ý nghĩa:</b> Được ai làm cho; trọng tâm là lợi ích người nói nhận được.<br><br><b>Ví dụ:</b><br>友達に写真を撮ってもらった。<br>→ Tôi nhờ bạn chụp ảnh cho.	jlpt-n2::grammar-105
～てくれる	<b>Ý nghĩa:</b> Ai đó làm cho tôi/người cùng phe của tôi.<br><br><b>Ví dụ:</b><br>母が弁当を作ってくれた。<br>→ Mẹ đã làm cơm hộp cho tôi.	jlpt-n2::grammar-105
～させる	<b>Ý nghĩa:</b> Sai khiến/cho phép ai làm; xác định người bị khiến bằng に/を.<br><br><b>Ví dụ:</b><br>先生は学生に発表させた。<br>→ Thầy/cô cho học sinh thuyết trình.	jlpt-n2::grammar-105
～させられる	<b>Ý nghĩa:</b> Bị bắt phải làm; thường diễn tả sự không mong muốn.<br><br><b>Ví dụ:</b><br>子どものころ、野菜を食べさせられた。<br>→ Hồi nhỏ tôi bị bắt ăn rau.	jlpt-n2::grammar-105
～られる（bị động）	<b>Ý nghĩa:</b> Bị/được; dùng khi chịu tác động, có thể diễn tả bị động phiền toái.<br><br><b>Ví dụ:</b><br>雨に降られて、ぬれた。<br>→ Bị mưa làm ướt.	jlpt-n2::grammar-105
～わけだ	<b>Ý nghĩa:</b> Thảo nào/hóa ra là; kết luận hợp lý sau khi hiểu lý do.<br><br><b>Ví dụ:</b><br>毎日練習したから、上手なわけだ。<br>→ Luyện mỗi ngày nên giỏi là phải.	jlpt-n2::grammar-105
～わけがない	<b>Ý nghĩa:</b> Không thể nào; phủ định mạnh, dựa vào lý lẽ.<br><br><b>Ví dụ:</b><br>彼がそんなことを言うわけがない。<br>→ Anh ấy không thể nào nói chuyện đó.	jlpt-n2::grammar-105
～わけではない	<b>Ý nghĩa:</b> Không hẳn là/không phải tất cả; phủ định một phần.<br><br><b>Ví dụ:</b><br>甘い物が嫌いなわけではない。<br>→ Không hẳn là tôi ghét đồ ngọt.	jlpt-n2::grammar-105
～わけにはいかない	<b>Ý nghĩa:</b> Không thể làm vì hoàn cảnh, trách nhiệm hay đạo lý.<br><br><b>Ví dụ:</b><br>約束したので、休むわけにはいかない。<br>→ Đã hứa nên không thể nghỉ được.	jlpt-n2::grammar-105
～ないわけにはいかない	<b>Ý nghĩa:</b> Không thể không làm, bắt buộc phải làm.<br><br><b>Ví dụ:</b><br>頼まれたら、断らないわけにはいかない。<br>→ Được nhờ thì không thể không từ chối.	jlpt-n2::grammar-105
～ものだ	<b>Ý nghĩa:</b> Vốn là/thường là; quy luật, hồi tưởng hoặc cảm thán.<br><br><b>Ví dụ:</b><br>子どもはよく泣くものだ。<br>→ Trẻ con vốn hay khóc.	jlpt-n2::grammar-105
～ものの	<b>Ý nghĩa:</b> Tuy… nhưng; vế sau thường trái mong đợi.<br><br><b>Ví dụ:</b><br>買ったものの、使っていない。<br>→ Tuy đã mua nhưng chưa dùng.	jlpt-n2::grammar-105
可能形＋ものなら	<b>Ý nghĩa:</b> Nếu có thể thì; mong muốn rất khó thực hiện.<br><br><b>Ví dụ:</b><br>行けるものなら、行きたい。<br>→ Nếu đi được thì tôi muốn đi.	jlpt-n2::grammar-105
～ものか	<b>Ý nghĩa:</b> Tuyệt đối không/đâu có; phản bác mạnh.<br><br><b>Ví dụ:</b><br>もう二度と行くものか。<br>→ Tôi đời nào đi lần nữa.	jlpt-n2::grammar-105
～ないものかな	<b>Ý nghĩa:</b> Không thể… sao nhỉ; mong ước khó thành.<br><br><b>Ví dụ:</b><br>もっと安くならないものかな。<br>→ Không thể rẻ hơn chút sao nhỉ?	jlpt-n2::grammar-105
～というものだ	<b>Ý nghĩa:</b> Đúng là/đó mới là; đưa ra nhận định chuẩn mực.<br><br><b>Ví dụ:</b><br>約束を守るのが責任というものだ。<br>→ Giữ lời hứa mới là trách nhiệm.	jlpt-n2::grammar-105
～というものではない	<b>Ý nghĩa:</b> Không hẳn cứ… là…; phủ định quy tắc đơn giản.<br><br><b>Ví dụ:</b><br>高い物がいいというものではない。<br>→ Đồ đắt không hẳn là đồ tốt.	jlpt-n2::grammar-105
～おかげで	<b>Ý nghĩa:</b> Nhờ… mà; nguyên nhân tích cực/kết quả tốt.<br><br><b>Ví dụ:</b><br>先生のおかげで合格できた。<br>→ Nhờ thầy/cô mà tôi đỗ.	jlpt-n2::grammar-105
～ことだから	<b>Ý nghĩa:</b> Vì là người vốn… nên; suy đoán từ tính cách quen biết.<br><br><b>Ví dụ:</b><br>彼のことだから、時間どおり来るだろう。<br>→ Vì là anh ấy nên chắc sẽ đến đúng giờ.	jlpt-n2::grammar-105
～ことから	<b>Ý nghĩa:</b> Từ việc… mà; nêu căn cứ/nguồn gốc để suy ra.<br><br><b>Ví dụ:</b><br>形が似ていることから、この名が付いた。<br>→ Do hình dáng giống nhau nên có tên này.	jlpt-n2::grammar-105
～ために	<b>Ý nghĩa:</b> Vì/do; văn viết, nguyên nhân khách quan, thường là kết quả xấu.<br><br><b>Ví dụ:</b><br>雪のために、電車が遅れた。<br>→ Vì tuyết nên tàu bị trễ.	jlpt-n2::grammar-105
～てこそ	<b>Ý nghĩa:</b> Chỉ khi… mới; nhấn mạnh điều kiện cần thiết.<br><br><b>Ví dụ:</b><br>努力してこそ、夢がかなう。<br>→ Chỉ khi nỗ lực thì ước mơ mới thành.	jlpt-n2::grammar-105
～あまり（に）	<b>Ý nghĩa:</b> Vì quá… nên; cảm xúc/trạng thái mạnh dẫn tới kết quả.<br><br><b>Ví dụ:</b><br>うれしさのあまり、泣いてしまった。<br>→ Vì quá vui nên đã khóc.	jlpt-n2::grammar-105
～せいで	<b>Ý nghĩa:</b> Tại/vì… mà; quy nguyên nhân tiêu cực.<br><br><b>Ví dụ:</b><br>風邪のせいで休んだ。<br>→ Tôi nghỉ vì cảm lạnh.	jlpt-n2::grammar-105
～につき	<b>Ý nghĩa:</b> Vì/do; văn thông báo, biển báo, một mục cụ thể.<br><br><b>Ví dụ:</b><br>工事中につき、通れません。<br>→ Do đang thi công, không thể đi qua.	jlpt-n2::grammar-105
